TASKID,task_id,task_type,pro_type,pro_size,pro_weight,status,pickup_lat,pickup_long,pickup_datetime,del_lat,del_long,del_tentativetime,worker_accepttime,worker_pickup_loc_datetime,worker_del_loc_datetime,trip_time_inhrs,req-rating,wor-rating,worker_id,profile_id,pickup,dropof,price
TID_6413,6413,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,12.0001,79.7483995,07/06/2021 15:21,18.6725047,78.0940867,08/06/2021 13:32,07/06/2021,07/06/2019 15:21,08/06/2019 13:32,22:11:00,4.9,1,22,29,"Sedarapet, India","Nizamabad, Telangana, India",250
TID_6414,6414,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,12.0001,79.7483995,07/06/2021 17:18,22.7059105,88.7530076,08/06/2021 17:35,07/06/2021,07/06/2019 17:18,08/06/2019 17:35,00:17:00,4,3,23,29,"Sedarapet, India","Nadia, West Bengal, India",400
TID_6415,6415,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,17.46628394,78.21574685,07/06/2021 23:21,17.580422,78.207737,08/06/2021 00:30,07/06/2021,07/06/2019 23:21,08/06/2019 00:30,01:09:00,4.3,5,24,29,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",150
TID_6416,6416,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,16.56019225,80.79229309,20/05/2021 09:06,12.77787473,77.64227554,20/05/2021 11:27,18/05/2021,20/05/2019 09:06,20/05/2019 11:27,02:21:00,4.9,3,25,29,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka",240
TID_6417,6417,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,16.56019225,80.79229309,25/05/2021 14:19,12.77787473,77.64227554,25/05/2021 16:40,18/05/2021,25/05/2019 14:19,25/05/2019 16:40,02:21:00,4.9,1,26,29,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka",300
TID_6418,6418,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,12.837284,79.7041744,19/05/2021 14:19,15.2993265,74.123996,20/05/2021 11:41,19/05/2021,19/05/2019 14:19,20/05/2019 11:41,21:22:00,4.9,2,27,29,"Kanchipuram, Tamil Nadu, India","Goa, India",300
TID_6419,6419,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,12.0001,79.7483995,20/05/2021 11:11,10.4402142,78.0968911,21/05/2021 13:26,20/05/2021,20/05/2019 11:11,21/05/2019 13:26,02:15:00,4.9,6,28,29,"Sedarapet, India","Vadamadurai, Tamil Nadu, India",300
TID_6420,6420,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,12.0001,79.7483995,20/05/2021 11:10,13.1992334,80.196693,21/05/2021 12:03,20/05/2021,20/05/2019 11:10,21/05/2019 12:03,00:53:00,4.9,3,29,29,"Sedarapet, India","Redhills, Chennai, Tamil Nadu, India",300
TID_6421,6421,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,22.71875898,88.27503623,20/05/2021 16:44,22.583729,88.469566,20/05/2021 17:59,20/05/2021,20/05/2019 16:44,20/05/2019 17:59,01:15:00,4.9,6,30,29,"Sonai, Kolkata, West Bengal","New Town, North 24 Parganas, West Bengal",300
TID_6422,6422,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,16.56019225,80.79229309,21/05/2021 16:42,13.19631291,77.70815693,21/05/2021 20:03,20/05/2021,21/05/2019 16:42,21/05/2019 20:03,03:21:00,4.9,4,31,29,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",300
TID_6423,6423,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,16.56019225,80.79229309,21/05/2021 16:44,13.19908918,77.70855423,21/05/2021 19:59,20/05/2021,21/05/2019 16:44,21/05/2019 19:59,03:15:00,4.9,2,32,29,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",250
TID_6424,6424,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,16.56019225,80.79229309,21/05/2021 16:49,13.19908918,77.70855423,21/05/2021 20:04,20/05/2021,21/05/2019 16:49,21/05/2019 20:04,03:15:00,4.9,3,33,29,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",320
TID_6425,6425,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,17.69621587,83.18521209,21/05/2021 11:00,17.464871,82.929988,21/05/2021 16:15,20/05/2021,21/05/2019 11:00,21/05/2019 16:15,05:15:00,4.9,3,34,29,"Visakhapatnam Port, Visakhapatnam, Andhra Pradesh","Rambilli, Visakhapatnam, Andhra Pradesh",250
TID_6426,6426,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,12.0001,79.7483995,21/05/2021 10:48,12.837284,79.7041744,23/05/2021 07:15,21/05/2021,21/05/2019 10:48,23/05/2019 07:15,20:27:00,4.9,2,35,29,"Sedarapet, India","Kanchipuram, Tamil Nadu, India",400
TID_6427,6427,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,12.0001,79.7483995,21/05/2021 10:48,12.837284,79.7041744,23/05/2021 15:15,21/05/2021,21/05/2019 10:48,23/05/2019 15:15,04:27:00,4.9,4,36,29,"Sedarapet, India","Kanchipuram, Tamil Nadu, India",300
TID_6428,6428,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,13.00750321,77.66509886,30/05/2021 15:05,13.19908918,77.70855423,30/05/2021 16:50,21/05/2021,30/05/2019 15:05,30/05/2019 16:50,01:45:00,4.9,5,37,29,"Ramamurthy Nagar, Bangalore, Karnataka","Bangalore International Airport, Bangalore, Karnataka",450
TID_6429,6429,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,16.56019225,80.79229309,21/05/2021 18:13,13.01693928,77.7630264,21/05/2021 20:12,21/05/2021,21/05/2019 18:13,21/05/2019 20:12,01:59:00,4.9,2,38,29,"Mugabala, Bangalore Rural, Karnataka","Benson Town, Bangalore, Karnataka",250
TID_6430,6430,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,13.00750321,77.66509886,21/05/2021 17:37,12.84310719,77.59428288,21/05/2021 17:47,21/05/2021,21/05/2019 17:37,21/05/2019 17:47,00:10:00,4.9,5,39,29,"Ramamurthy Nagar, Bangalore, Karnataka","Sampangiramnagar, Bangalore, Karnataka",250
TID_6431,6431,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,22.2203811,84.86057172,21/05/2021 16:31,22.2000687,84.84701095,21/05/2021 18:46,21/05/2021,21/05/2019 16:31,21/05/2019 18:46,02:15:00,4.9,2,40,29,"Rourkela - 10, Sundergarh, Odisha","Dumerjore, Sundergarh, Odisha",360
TID_6432,6432,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,16.56019225,80.79229309,24/05/2021 13:12,13.19908918,77.70855423,24/05/2021 16:27,22/05/2021,24/05/2019 13:12,24/05/2019 16:27,03:15:00,4.9,2,41,29,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",200
TID_6433,6433,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,16.56019225,80.79229309,25/05/2021 14:10,12.722686,77.676518,25/05/2021 18:19,22/05/2021,25/05/2019 14:10,25/05/2019 18:19,04:09:00,4.9,3,42,29,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka",400
TID_6434,6434,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,12.0001,79.7483995,22/05/2021 17:41,23.9966213,85.3691068,23/05/2021 14:17,22/05/2021,22/05/2019 17:41,23/05/2019 14:17,20:36:00,4.9,2,43,29,"Sedarapet, India","Hazaribagh, Jharkhand, India",250
TID_6435,6435,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,12.0001,79.7483995,22/05/2021 17:00,23.4944129,86.4073403,27/05/2021 14:15,22/05/2021,22/05/2019 17:00,27/05/2019 14:15,21:15:00,4.9,5,44,29,"Sedarapet, India","Nadiha, West Bengal, India",150
TID_6436,6436,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,12.0001,79.7483995,22/05/2021 17:01,23.4944129,86.4073403,23/05/2021 10:38,22/05/2021,22/05/2019 17:01,23/05/2019 10:38,17:37:00,4.9,3,45,29,"Sedarapet, India","Nadiha, West Bengal, India",300
TID_6437,6437,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,12.0001,79.7483995,23/05/2021 11:14,12.837284,79.7041744,23/05/2021 15:06,23/05/2021,23/05/2019 11:14,23/05/2019 15:06,03:52:00,4.9,6,46,29,"Sedarapet, India","Kanchipuram, Tamil Nadu, India",200
TID_6438,6438,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,16.56019225,80.79229309,23/05/2021 18:58,17.23546017,78.42712473,24/05/2021 01:43,22/05/2021,23/05/2019 18:58,24/05/2019 01:43,06:45:00,4.9,5,47,29,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",150
TID_6439,6439,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,16.56019225,80.79229309,23/05/2021 19:17,13.19908918,77.70855423,23/05/2021 22:32,23/05/2021,23/05/2019 19:17,23/05/2019 22:32,03:15:00,4.2,3,48,29,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",500
TID_6440,6440,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,16.56019225,80.79229309,23/05/2021 18:17,17.23546017,78.42712473,24/05/2021 01:02,23/05/2021,23/05/2019 18:17,24/05/2019 01:02,06:45:00,4.9,2,49,29,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",300
TID_6441,6441,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,16.56019225,80.79229309,23/05/2021 18:17,17.23546017,78.42712473,24/05/2021 01:02,23/05/2021,23/05/2019 18:17,24/05/2019 01:02,06:45:00,4.9,3,50,29,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",300
TID_6442,6442,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,16.56019225,80.79229309,23/05/2021 21:26,22.142909,86.570355,24/05/2021 19:29,23/05/2021,23/05/2019 21:26,24/05/2019 19:29,22:03:00,4.9,3,51,29,"Garudagaon, Cuttack, Odisha","Bankati, Mayurbhanj, Odisha",200
TID_6443,6443,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,16.56019225,80.79229309,23/05/2021 21:27,22.142909,86.570355,24/05/2021 19:30,23/05/2021,23/05/2019 21:27,24/05/2019 19:30,22:03:00,4.9,3,52,29,"Garudagaon, Cuttack, Odisha","Bankati, Mayurbhanj, Odisha",700
TID_6444,6444,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,23.52526792,87.26442435,23/05/2021 21:03,22.49284731,88.39781168,24/05/2021 05:00,23/05/2021,23/05/2019 21:03,24/05/2019 05:00,07:57:00,4.9,2,53,29,"Sonai, Kolkata, West Bengal","Mukundapur, Kolkata, West Bengal",100
TID_6445,6445,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,23.52526792,87.26442435,23/05/2021 21:09,22.95210237,88.4570148,24/05/2021 01:30,23/05/2021,23/05/2019 21:09,24/05/2019 01:30,04:21:00,4.9,2,54,29,"Sonai, Kolkata, West Bengal","Kataganj, Nadia, West Bengal",200
TID_6446,6446,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,17.46801628,78.21813292,24/05/2021 08:48,17.382422,78.304557,24/05/2021 12:33,23/05/2021,24/05/2019 08:48,24/05/2019 12:33,03:45:00,4.9,3,55,29,"Kollur, Medak, Telangana","C.B.I.T, Rangareddy, Telangana",350
TID_6447,6447,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,17.46298054,78.21925806,24/05/2021 10:29,17.597528,80.001531,24/05/2021 22:56,23/05/2021,24/05/2019 10:29,24/05/2019 22:56,12:27:00,3.6,6,56,29,"Kollur, Medak, Telangana","Mahabubabad, Warangal, Telangana",200
TID_6448,6448,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,12.0001,79.7483995,23/05/2021 12:49,10.0601903,76.6350827,25/05/2021 10:18,23/05/2021,23/05/2019 12:49,25/05/2019 10:18,21:29:00,2.3,2,57,29,"Sedarapet, India","Kothamangalam, Kerala, India",250
TID_6449,6449,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,23.52526792,87.26442435,24/05/2021 15:08,22.22308089,84.66622116,24/05/2021 16:16,24/05/2021,24/05/2019 15:08,24/05/2019 16:16,01:08:00,4.9,4,58,29,"Sonai, Kolkata, West Bengal","Dumerjore, Sundergarh, Odisha",340
TID_6450,6450,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,23.52526792,87.26442435,24/05/2021 15:08,22.22308089,84.66622116,24/05/2021 16:16,24/05/2021,24/05/2019 15:08,24/05/2019 16:16,01:08:00,4.9,4,59,29,"Sonai, Kolkata, West Bengal","Dumerjore, Sundergarh, Odisha",300
TID_6451,6451,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,23.52526792,87.26442435,24/05/2021 15:08,22.22308089,84.66622116,24/05/2021 16:16,24/05/2021,24/05/2019 15:08,24/05/2019 16:16,01:08:00,4.9,3,60,29,"Sonai, Kolkata, West Bengal","Dumerjore, Sundergarh, Odisha",200
TID_6452,6452,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,23.52526792,87.26442435,24/05/2021 15:08,22.22308089,84.66622116,24/05/2021 16:16,24/05/2021,24/05/2019 15:08,24/05/2019 16:16,01:08:00,4.9,2,61,29,"Sonai, Kolkata, West Bengal","Dumerjore, Sundergarh, Odisha",140
TID_6453,6453,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,23.52526792,87.26442435,24/05/2021 15:08,22.22308089,84.66622116,24/05/2021 16:16,24/05/2021,24/05/2019 15:08,24/05/2019 16:16,01:08:00,4.9,4,62,29,"Sonai, Kolkata, West Bengal","Dumerjore, Sundergarh, Odisha",200
TID_6454,6454,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,12.0001,79.7483995,24/05/2021 14:13,23.9966213,85.3691068,24/05/2021 17:39,24/05/2021,24/05/2019 14:13,24/05/2019 17:39,03:26:00,4.9,1,63,29,"Sedarapet, India","Hazaribagh, Jharkhand, India",200
TID_6455,6455,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,12.0001,79.7483995,24/05/2021 14:12,23.9966213,85.3691068,25/05/2021 16:37,24/05/2021,24/05/2019 14:12,25/05/2019 16:37,02:25:00,4.9,2,64,29,"Sedarapet, India","Hazaribagh, Jharkhand, India",350
TID_6456,6456,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,12.0001,79.7483995,24/05/2021 14:12,23.9966213,85.3691068,25/05/2021 16:36,24/05/2021,24/05/2019 14:12,25/05/2019 16:36,02:24:00,4.9,4,65,29,"Sedarapet, India","Hazaribagh, Jharkhand, India",400
TID_6457,6457,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,12.0001,79.7483995,24/05/2021 14:21,10.0601903,76.6350827,25/05/2021 17:12,24/05/2021,24/05/2019 14:21,25/05/2019 17:12,02:51:00,4.9,6,66,29,"Sedarapet, India","Kothamangalam, Kerala, India",300
TID_6458,6458,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,23.52530996,87.26436498,24/05/2021 17:34,23.6771248,86.08455004,24/05/2021 18:34,24/05/2021,24/05/2019 17:34,24/05/2019 18:34,01:00:00,3.3,3,67,29,"Durgapur ASP SB Bureau, Bardhaman, West Bengal","Bokaro Steel City, Bokaro, Jharkhand",48
TID_6459,6459,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,16.56019225,80.79229309,25/05/2021 12:51,12.89689685,77.71222306,25/05/2021 13:57,24/05/2021,25/05/2019 12:51,25/05/2019 13:57,01:06:00,4.9,2,68,29,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka",400
TID_6460,6460,PD,BRACKET / GRAB HANDLE,2,5,Delivery completed,16.56019225,80.79229309,25/05/2021 12:47,12.89689685,77.71222306,25/05/2021 13:53,24/05/2021,25/05/2019 12:47,25/05/2019 13:53,01:06:00,2.6,3,69,29,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka",250
TID_6461,6461,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,16.56019225,80.79229309,25/05/2021 12:42,12.89689685,77.71222306,25/05/2021 13:48,24/05/2021,25/05/2019 12:42,25/05/2019 13:48,01:06:00,4.9,4,70,29,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka",200
TID_6462,6462,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,16.56019225,80.79229309,25/05/2021 12:36,12.89689685,77.71222306,25/05/2021 13:42,24/05/2021,25/05/2019 12:36,25/05/2019 13:42,01:06:00,4.9,3,1,29,"Mugabala, Bangalore Rural, Karnataka","Anekal, Bangalore, Karnataka",250
TID_6463,6463,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,17.46801628,78.21813292,24/05/2021 21:54,17.382422,78.304557,25/05/2021 01:39,24/05/2021,24/05/2019 21:54,25/05/2019 01:39,03:45:00,4.9,5,2,29,"Kollur, Medak, Telangana","C.B.I.T, Rangareddy, Telangana",299
TID_6464,6464,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,23.52526792,87.26442435,25/05/2021 12:02,22.22308089,84.66622116,26/05/2021 04:00,24/05/2021,25/05/2019 12:02,26/05/2019 04:00,15:58:00,4.9,2,3,29,"Sonai, Kolkata, West Bengal","Dumerjore, Sundergarh, Odisha",100
TID_6465,6465,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,16.56019225,80.79229309,24/05/2021 22:03,17.23546017,78.42712473,25/05/2021 04:48,24/05/2021,24/05/2019 22:03,25/05/2019 04:48,06:45:00,4.9,4,4,29,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",200
TID_6466,6466,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,16.56019225,80.79229309,24/05/2021 22:03,17.23546017,78.42712473,25/05/2021 04:48,24/05/2021,24/05/2019 22:03,25/05/2019 04:48,06:45:00,4.9,4,5,29,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",150
TID_6467,6467,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,17.46801628,78.21813292,24/05/2021 21:54,17.382422,78.304557,25/05/2021 01:39,24/05/2021,24/05/2019 21:54,25/05/2019 01:39,03:45:00,4.9,3,6,29,"Kollur, Medak, Telangana","C.B.I.T, Rangareddy, Telangana",100
TID_6468,6468,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,16.56019225,80.79229309,25/05/2021 08:11,17.23546017,78.42712473,25/05/2021 14:56,24/05/2021,25/05/2019 08:11,25/05/2019 14:56,06:45:00,4.9,2,7,29,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",300
TID_6469,6469,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,23.52526792,87.26442435,25/05/2021 12:24,22.22308089,84.66622116,26/05/2021 01:59,24/05/2021,25/05/2019 12:24,26/05/2019 01:59,13:35:00,4.9,4,8,29,"Sonai, Kolkata, West Bengal","Dumerjore, Sundergarh, Odisha",100
TID_6470,6470,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,23.52526792,87.26442435,25/05/2021 12:05,22.22308089,84.66622116,26/05/2021 01:21,24/05/2021,25/05/2019 12:05,26/05/2019 01:21,13:16:00,4.9,1,9,29,"Sonai, Kolkata, West Bengal","Dumerjore, Sundergarh, Odisha",300
TID_6471,6471,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,23.52526792,87.26442435,25/05/2021 12:05,22.22308089,84.66622116,26/05/2021 01:21,24/05/2021,25/05/2019 12:05,26/05/2019 01:21,13:16:00,4.9,2,10,29,"Sonai, Kolkata, West Bengal","Dumerjore, Sundergarh, Odisha",250
TID_6472,6472,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,23.52526792,87.26442435,25/05/2021 12:05,22.54895406,88.52004432,25/05/2021 14:20,24/05/2021,25/05/2019 12:05,25/05/2019 14:20,02:15:00,4.9,4,11,29,"Sonai, Kolkata, West Bengal","Rohanda, North 24 Parganas, West Bengal",200
TID_6473,6473,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,23.52526792,87.26442435,25/05/2021 12:22,22.54895406,88.52004432,25/05/2021 14:37,24/05/2021,25/05/2019 12:22,25/05/2019 14:37,02:15:00,4.9,6,12,29,"Sonai, Kolkata, West Bengal","Rohanda, North 24 Parganas, West Bengal",300
TID_6474,6474,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,12.0001,79.7483995,24/05/2021 16:52,10.0601903,76.6350827,26/05/2021 00:56,24/05/2021,24/05/2019 16:52,26/05/2019 00:56,08:04:00,4.9,3,13,29,"Sedarapet, India","Kothamangalam, Kerala, India",200
TID_6475,6475,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,23.675623,86.096278,25/05/2021 12:00,23.67348,86.129379,25/05/2021 12:31,25/05/2021,25/05/2019 12:00,25/05/2019 12:31,00:31:00,4.9,2,14,29,"B.S.City Plant, Bokaro, Jharkhand","Bokaro Steel City, Bokaro, Jharkhand",200
TID_6476,6476,PD,BRACKET / GRAB HANDLE,2,1,Delivery completed,12.0001,79.7483995,25/05/2021 11:55,23.9966213,85.3691068,27/05/2021 12:25,25/05/2021,25/05/2019 11:55,27/05/2019 12:25,00:30:00,4.9,2,15,29,"Sedarapet, India","Hazaribagh, Jharkhand, India",200
TID_6477,6477,PD,BRACKET / GRAB HANDLE,1,2,Delivery completed,12.0001,79.7483995,25/05/2021 11:55,23.9966213,85.3691068,26/05/2021 00:55,25/05/2021,25/05/2019 11:55,26/05/2019 00:55,13:00:00,4.9,5,16,29,"Sedarapet, India","Hazaribagh, Jharkhand, India",300
TID_6478,6478,PD,BRACKET / GRAB HANDLE,2,3,Delivery completed,16.56019225,80.79229309,27/05/2021 09:02,12.77787473,77.64227554,27/05/2021 11:23,25/05/2021,27/05/2019 09:02,27/05/2019 11:23,02:21:00,4.9,3,17,29,"Mugabala, Bangalore Rural, Karnataka","Chikkabidarkal, Bangalore, Karnataka",150
TID_6479,6479,PD,BRACKET / GRAB HANDLE,1,4,Delivery completed,16.56019225,80.79229309,25/05/2021 19:37,21.946025,86.147194,26/05/2021 13:22,25/05/2021,25/05/2019 19:37,26/05/2019 13:22,17:45:00,4.9,6,18,29,"Garudagaon, Cuttack, Odisha","Dhalabani, Mayurbhanj, Odisha",300
TID_6480,6480,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,12.0001,79.7483995,25/05/2021 14:50,12.837284,79.7041744,26/05/2021 10:12,25/05/2021,25/05/2019 14:50,26/05/2019 10:12,19:22:00,4.9,5,19,29,"Sedarapet, India","Kanchipuram, Tamil Nadu, India",250
TID_6481,6481,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,12.0001,79.7483995,28/05/2021 13:11,24.19135,86.2996368,29/05/2021 16:19,28/05/2021,28/05/2019 13:11,29/05/2019 16:19,03:08:00,4.9,3,20,29,"Sedarapet, India","Giridih, Jharkhand, India",300
TID_6482,6482,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,12.0001,79.7483995,28/05/2021 13:11,24.19135,86.2996368,29/05/2021 16:19,28/05/2021,28/05/2019 13:11,29/05/2019 16:19,03:08:00,4.9,2,21,29,"Sedarapet, India","Giridih, Jharkhand, India",300
TID_6483,6483,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,12.0001,79.7483995,28/05/2021 13:11,24.19135,86.2996368,29/05/2021 16:18,28/05/2021,28/05/2019 13:11,29/05/2019 16:18,03:07:00,3.5,3,22,29,"Sedarapet, India","Giridih, Jharkhand, India",200
TID_6484,6484,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,12.0001,79.7483995,28/05/2021 13:19,13.1992334,80.196693,30/05/2021 16:46,28/05/2021,28/05/2019 13:19,30/05/2019 16:46,03:27:00,4.9,3,23,29,"Sedarapet, India","Redhills, Chennai, Tamil Nadu, India",250
TID_6485,6485,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,16.56019225,80.79229309,10/06/2021 22:35,17.42604373,78.34377255,10/06/2021 23:09,10/06/2021,10/06/2019 22:35,10/06/2019 23:09,00:34:00,4.9,3,24,29,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana",500
TID_6486,6486,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,12.8341735,79.7036402,01/04/2021 18:49,15.5163112,73.9830029,05/04/2021 14:15,01/04/2021,01/04/2019 18:49,05/04/2019 14:15,19:26:00,3,2,25,29,"Kanchipuram, Tamil Nadu, India","North Goa, Goa, India",300
TID_6487,6487,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,16.56019225,80.79229309,08/04/2021 15:38,13.19908918,77.70855423,08/04/2021 18:53,05/04/2021,08/04/2019 15:38,08/04/2019 18:53,03:15:00,4.9,2,26,30,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",400
TID_6488,6488,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,16.56019225,80.79229309,05/04/2021 16:24,13.19908918,77.70855423,05/04/2021 19:39,05/04/2021,05/04/2019 16:24,05/04/2019 19:39,03:15:00,4.9,3,27,30,"Mugabala, Bangalore Rural, Karnataka","Bangalore International Airport, Bangalore, Karnataka",600
TID_6489,6489,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,12.8341735,79.7036402,05/04/2021 14:58,22.611121,75.6772689,10/04/2021 16:15,05/04/2021,05/04/2019 14:58,10/04/2019 16:15,01:17:00,4.9,6,28,30,"Kanchipuram, Tamil Nadu, India","Pithampur, Madhya Pradesh, India",200
TID_6490,6490,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,12.0001,79.7483995,05/04/2021 14:28,13.1992334,80.196693,08/04/2021 11:15,05/04/2021,05/04/2019 14:28,08/04/2019 11:15,20:47:00,4.9,2,29,30,"Sedarapet, India","Redhills, Chennai, Tamil Nadu, India",400
TID_6491,6491,PD,BRACKET / GRAB HANDLE,1,1,Delivery completed,12.0001,79.7483995,05/04/2021 14:27,13.1992334,80.196693,07/04/2021 23:10,05/04/2021,05/04/2019 14:27,07/04/2019 23:10,08:43:00,4.9,3,30,30,"Sedarapet, India","Redhills, Chennai, Tamil Nadu, India",200
TID_6492,6492,PD,BRACKET / GRAB HANDLE,2,2,Delivery completed,12.0001,79.7483995,05/04/2021 15:54,18.6725047,78.0940867,07/04/2021 13:15,05/04/2021,05/04/2019 15:54,07/04/2019 13:15,21:21:00,4.9,2,1,1,"Sedarapet, India","Nizamabad, Telangana, India",260
TID_6493,6493,PD,BRACKET / GRAB HANDLE,1,3,Delivery completed,12.0001,79.7483995,05/04/2021 15:55,18.6725047,78.0940867,08/04/2021 18:15,05/04/2021,05/04/2019 15:55,08/04/2019 18:15,02:20:00,3,1,2,1,"Sedarapet, India","Nizamabad, Telangana, India",200
TID_6494,6494,PD,BRACKET / GRAB HANDLE,2,4,Delivery completed,12.0001,79.7483995,05/04/2021 15:53,18.6725047,78.0940867,08/04/2021 14:15,05/04/2021,05/04/2019 15:53,08/04/2019 14:15,22:22:00,4.9,3,3,1,"Sedarapet, India","Nizamabad, Telangana, India",250
TID_6495,6495,PD,BRACKET / GRAB HANDLE,1,5,Delivery completed,12.0001,79.7483995,05/04/2021 15:28,11.3410364,77.7171642,06/04/2021 12:15,05/04/2021,05/04/2019 15:28,06/04/2019 12:15,20:47:00,4.9,6,4,1,"Sedarapet, India","Erode, Tamil Nadu, India",200
